customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureScore,MonthlyScore,TotalScore,ContractScore,CustomerScore,Segment,HealthScore,RiskLevel,Recommendation
6439-LAJXL,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,0.125,0.5044776119402985,0.06837808585114223,0,17.824675672851658,Lost,13.026616325383033,High Risk,Offer retention discount
1571-SAVHK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,0.16666666666666666,0.8129353233830846,0.13042902542372883,0,28.14253415127751,At Risk,20.45475548633949,High Risk,Offer retention discount
9052-VKDUW,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No,0.9027777777777777,0.9069651741293533,0.832195329771555,0,87.53822778456038,Champion,61.4926941895625,Medium Risk,Send engagement campaign
9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,0.027777777777777776,0.7278606965174129,0.02229182019159912,0,16.559997849123334,Lost,12.308539285884503,High Risk,Offer retention discount
1666-JZPZT,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,No,0.375,0.30597014925373134,0.1486908161385409,0,27.067035630616264,At Risk,19.556822642269495,High Risk,Offer retention discount
5777-KJIRB,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,0.5555555555555556,0.31840796019900497,0.2329990327929256,50,37.91034273791934,At Risk,42.26776188947488,Medium Risk,Send engagement campaign
0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes,0.06944444444444445,0.5701492537313433,0.04025999447310243,0,15.791162631328742,Lost,11.642072001131044,High Risk,Offer retention discount
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,0.1111111111111111,0.01641791044776117,0.017726372512896094,50,5.481857553915511,Lost,19.022761302872155,High Risk,Offer retention discount
2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,0.8055555555555555,0.7915422885572139,0.6285464259395727,50,73.19492503094939,Loyal,66.75346164351419,Medium Risk,Send engagement campaign
3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,0.7222222222222222,0.8164179104477611,0.6038653739867355,50,69.37186205731354,Loyal,64.00956967305146,Medium Risk,Send engagement campaign
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,0.041666666666666664,0.37363184079601985,0.017795458732498163,0,9.85112183188699,Lost,7.299364080252752,High Risk,Offer retention discount
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0.5694444444444444,0.9243781094527362,0.5189699244657333,100,62.02413694546184,Loyal,73.92325308676772,Low Risk,Provide loyalty rewards
3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,0.2777777777777778,0.7990049751243781,0.2339662398673545,0,36.449860208292854,At Risk,26.167563956882866,High Risk,Offer retention discount
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,0.013888888888888888,0.31641791044776113,0.005762942151805454,0,7.114431450582996,Lost,5.30700887717822,High Risk,Offer retention discount
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,0.05555555555555555,0.6223880597014925,0.03827952284450995,0,16.20116433003247,Lost,11.959475633301803,High Risk,Offer retention discount
2958-NHPPS,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,No,0.3194444444444444,0.025870646766169153,0.0545665991156964,0,15.477854677729017,Lost,11.335558012718279,High Risk,Offer retention discount
6806-YDEUL,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,0.08333333333333333,0.01243781094527363,0.012297347089167281,0,4.073983435805498,Lost,2.994000841408286,High Risk,Offer retention discount
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,No,0.1111111111111111,0.010945273631840807,0.017570928518791454,0,5.366187057832919,Lost,3.9367856507807315,High Risk,Offer retention discount
6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,0.25,0.5099502487562189,0.13810335298452472,0,25.72313909450537,At Risk,18.6018375559564,High Risk,Offer retention discount
0222-CNVPT,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,0.7222222222222222,0.3039800995024875,0.2941979089904201,0,46.736407238555444,Potential Loyalist,33.58131588396448,High Risk,Offer retention discount
5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,0.4305555555555555,0.7587064676616915,0.343036109064112,0,46.117795938020535,Potential Loyalist,32.873166408194834,High Risk,Offer retention discount
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,No,0.40277777777777773,0.023880597014925342,0.07540185151068535,0,19.60479711183703,Lost,14.326588576324344,High Risk,Offer retention discount
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No,0.5,0.8736318407960199,0.44150700073691973,100,55.1329168453972,Potential Loyalist,69.14215263036328,Medium Risk,Send engagement campaign
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,0.2222222222222222,0.8134328358208955,0.1767167925571113,0,32.226217307591256,At Risk,23.28607901790788,High Risk,Offer retention discount
6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,0.5833333333333333,0.8960199004975123,0.5280662767133383,50,62.37638241181711,Loyal,59.14195542529614,Medium Risk,Send engagement campaign
7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,Yes,0.013888888888888888,0.02288557213930348,0.002366203021370671,0,1.107915119196452,Lost,0.8191053242904855,High Risk,Offer retention discount
3070-BDOQC,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,0.8333333333333333,0.8099502487562189,0.6840744749447312,100,76.89531730624697,Loyal,84.25111560496157,Low Risk,Provide loyalty rewards
2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,0.06944444444444445,0.6671641791044776,0.048838200073691974,0,18.07458936281501,Lost,13.311751021742797,High Risk,Offer retention discount
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No,0.3055555555555555,0.772636815920398,0.25734041083271925,0,37.968574973938956,At Risk,27.18972917629062,High Risk,Offer retention discount
9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No,0.5,0.01741293532338306,0.07677206153279294,50,23.41914116777938,At Risk,32.18049556817057,High Risk,Offer retention discount
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,Yes,0.05555555555555555,0.518905472636816,0.03235537951363302,0,13.894546855503865,Lost,10.259133244059731,High Risk,Offer retention discount
4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,0.125,0.46467661691542295,0.06307571849668386,0,16.816561078175816,Lost,12.29704221614844,High Risk,Offer retention discount
1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,0.013888888888888888,0.5606965174129352,0.008589719970523213,0,12.113074702635188,Lost,9.041857427123775,High Risk,Offer retention discount
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No,0.16666666666666666,0.3079601990049751,0.0657643238761975,0,15.456443601814069,Lost,11.263511081979562,High Risk,Offer retention discount
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,0.3194444444444444,0.5522388059701492,0.20226142225497423,50,31.91301078737973,At Risk,37.923450979259925,High Risk,Offer retention discount
9480-BQJEI,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No,0.861111111111111,0.7368159203980099,0.6599403555637436,50,75.57837707495439,Loyal,68.38408102839708,Medium Risk,Send engagement campaign
5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,0.5138888888888888,0.8014925373134327,0.400187684229919,0,52.592913671020966,Potential Loyalist,37.44374683211613,High Risk,Offer retention discount
6979-TNDEU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No,0.1111111111111111,0.009452736318407956,0.018060289240972735,0,5.355910740451513,Lost,3.9266316091337705,High Risk,Offer retention discount
9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No,0.4305555555555555,0.700497512437811,0.30895357406042745,0,43.590315433395546,Potential Loyalist,31.147968704744514,High Risk,Offer retention discount
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,0.18055555555555555,0.5587064676616916,0.10325511238025056,0,22.526556070666075,At Risk,16.378641491098307,High Risk,Offer retention discount
7079-QRCBC,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,0.3333333333333333,0.8009950248756219,0.277185427413412,0,40.44065092738225,Potential Loyalist,28.944561058469628,High Risk,Offer retention discount
9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No,0.625,0.7731343283582089,0.5131551676492263,0,60.988893273133236,Loyal,43.17589411660379,Medium Risk,Send engagement campaign
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No,0.9583333333333333,0.8671641791044776,0.8058849944731026,100,87.91201669434699,Champion,91.90458754839473,Low Risk,Provide loyalty rewards
5067-DGXLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No,0.027777777777777776,0.019900497512437804,0.00423728813559322,0,1.6786125867835962,Lost,1.2377729994097308,High Risk,Offer retention discount
5469-CTCWN,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes,0.8472222222222222,0.873134328358209,0.753926400147384,50,81.50863146194843,Champion,72.3618415957244,Low Risk,Provide loyalty rewards
9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes,0.5694444444444444,0.8601990049751244,0.5004605747973471,0,60.000180869174145,Loyal,42.497832777893876,Medium Risk,Send engagement campaign
6281-FKEWS,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265.0,No,0.611111111111111,0.30646766169154227,0.2608004789977893,50,41.00581683818686,Potential Loyalist,44.450360233651196,Medium Risk,Send engagement campaign
8898-KASCD,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No,0.5416666666666666,0.17213930348258705,0.15074037398673548,50,31.13906769578783,At Risk,37.60059890190719,High Risk,Offer retention discount
9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,1.0,0.46616915422885563,0.5474276897568167,100,71.22049067484978,Loyal,80.67822955735325,Low Risk,Provide loyalty rewards
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,0.18055555555555555,0.7820895522388059,0.142265797715549,0,28.55464517562031,At Risk,20.70465489313748,High Risk,Offer retention discount
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No,0.7083333333333333,0.5124378109452736,0.41019942888725136,50,54.99006670772886,Potential Loyalist,54.191552886360384,Medium Risk,Send engagement campaign
2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,0.986111111111111,0.8054726368159204,0.8306178610906413,100,88.77861162438849,Champion,92.43086941283818,Low Risk,Provide loyalty rewards
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,0.3055555555555555,0.7805970149253731,0.23983856853352986,0,37.42770526207088,At Risk,26.87158610388551,High Risk,Offer retention discount
5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,0.027777777777777776,0.36616915422885565,0.011831015106853355,0,8.907734799962359,Lost,6.621646024437502,High Risk,Offer retention discount
5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,0.7777777777777777,0.8810945273631839,0.6810058953574061,50,75.97323747267104,Loyal,68.57489862771624,Medium Risk,Send engagement campaign
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,0.013888888888888888,0.32835820895522383,0.0059011145910095805,0,7.358764318300416,Lost,5.489567665770263,High Risk,Offer retention discount
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No,0.3194444444444444,0.39303482587064675,0.14771209469417834,50,26.546958082957843,At Risk,34.17165808874749,High Risk,Offer retention discount
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No,0.9166666666666666,0.5233830845771144,0.5456487196020635,50,68.96027714229149,Loyal,63.9919642587083,Medium Risk,Send engagement campaign
8605-ITULD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0.013888888888888888,0.012935323383084563,0.002251059322033899,0,0.9043043960986028,Lost,0.6669730004637826,High Risk,Offer retention discount
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,0.2638888888888889,0.6960199004975124,0.20447218128224026,0,32.654840816795414,At Risk,23.46876970618536,High Risk,Offer retention discount
6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No,0.15277777777777776,0.6094527363184079,0.09161408437730288,0,21.964729212571388,At Risk,16.015476487542024,High Risk,Offer retention discount
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145.0,Yes,0.1111111111111111,0.014925373134328346,0.016695836403831984,50,5.41078536328429,Lost,18.974609840444057,High Risk,Offer retention discount
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,0.7222222222222222,0.7950248756218906,0.5749585482682388,0,67.78772833205625,Loyal,47.966003507701,Medium Risk,Send engagement campaign
3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,0.041666666666666664,0.019900497512437804,0.007075580324244659,0,2.3476998298852094,Lost,1.7253969707926835,High Risk,Offer retention discount
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,0.7083333333333333,0.6059701492537314,0.4627107129697864,0,58.96116483719942,Potential Loyalist,41.907320063050626,Medium Risk,Send engagement campaign
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes,0.20833333333333331,0.5711442786069653,0.13202952284450997,0,25.037399819253036,At Risk,18.117902250217227,High Risk,Offer retention discount
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No,0.8888888888888888,0.7562189054726368,0.7002348931466471,0,78.68932939087418,Loyal,55.5158225774224,Medium Risk,Send engagement campaign
7041-TXQJH,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,0.5138888888888888,0.218407960199005,0.1702802597641857,0,31.734925150103084,At Risk,22.949792563756382,High Risk,Offer retention discount
5014-GSOUQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,0.18055555555555555,0.01691542288557213,0.028054762343404573,100,8.682721173669847,Lost,36.37176706853536,High Risk,Offer retention discount
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No,0.6805555555555555,0.36915422885572136,0.3032827468680914,50,46.73661667406031,Potential Loyalist,48.53604877120476,Medium Risk,Send engagement campaign
0481-SUMCB,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,0.625,0.8348258706467663,0.5452457166543848,50,63.50634607911072,Loyal,59.90353097606111,Medium Risk,Send engagement campaign
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No,0.25,0.5258706467661691,0.14367055084745764,0,26.26423496922169,At Risk,18.979823472678977,High Risk,Offer retention discount
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,0.013888888888888888,0.5616915422885572,0.008601234340456891,0,12.133435774944976,Lost,9.057070659506447,High Risk,Offer retention discount
8819-WFGGJ,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No,0.9444444444444444,0.3567164179104477,0.4369127671333825,100,62.38861682132203,Loyal,74.6068987803246,Low Risk,Provide loyalty rewards
7427-AUFPY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No,0.75,0.013930348258706454,0.11614544952100223,100,34.92442494601422,At Risk,55.61259146190565,Medium Risk,Send engagement campaign
2811-POVEX,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,0.3194444444444444,0.6985074626865672,0.24531940862196025,0,36.56070337638753,At Risk,26.193930489180843,High Risk,Offer retention discount
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,0.2361111111111111,0.5810945273631841,0.15124700626381726,0,27.116215242260814,At Risk,19.580926400376526,High Risk,Offer retention discount
7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,0.986111111111111,0.618407960199005,0.6594452376565955,100,78.19041315468837,Loyal,85.34558367773329,Low Risk,Provide loyalty rewards
9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,0.9305555555555555,0.009950248756218888,0.1580807848194547,100,43.74445859012479,Potential Loyalist,62.01794001849631,Medium Risk,Send engagement campaign
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,0.19444444444444442,0.6621890547263681,0.1386214996315402,0,26.56641885756675,At Risk,19.23170664501736,High Risk,Offer retention discount
0661-XEYAN,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,0.013888888888888888,0.07512437810945272,0.0029707074428887256,0,2.176871415460159,Lost,1.6178000243806756,High Risk,Offer retention discount
5799-JRCZO,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No,0.875,0.01243781094527363,0.13991110906411203,100,40.84520058146995,Potential Loyalist,59.93434489078191,Medium Risk,Send engagement campaign
1921-KYSAY,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,0.5694444444444444,0.5009950248756219,0.3312741801768608,50,46.04864548236465,Potential Loyalist,47.88011321088918,Medium Risk,Send engagement campaign
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No,0.2361111111111111,0.7398009950248755,0.18189250184229921,0,31.516164418633924,At Risk,22.727660804763943,High Risk,Offer retention discount
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,0.7777777777777777,0.8189054726368158,0.6350117446573325,50,72.88969035014073,Loyal,66.49220903931888,Medium Risk,Send engagement campaign
1925-GMVBW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No,0.06944444444444445,0.02288557213930348,0.011065309506263818,0,3.6781016008144,Lost,2.703249653079481,High Risk,Offer retention discount
7881-EVUAD,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,0.027777777777777776,0.24228855721393033,0.008336403831982316,0,6.290338408669011,Lost,4.676071787341845,High Risk,Offer retention discount
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No,0.041666666666666664,0.013432835820895522,0.00636168938835667,0,2.1897909586188438,Lost,1.6105347720223495,High Risk,Offer retention discount
9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No,0.5138888888888888,0.4895522388059702,0.2813306005895358,50,41.599824355256395,Potential Loyalist,44.79321526349461,Medium Risk,Send engagement campaign
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,0.40277777777777773,0.5034825870646765,0.22689065954310983,0,35.25638923412903,At Risk,25.307838627881225,High Risk,Offer retention discount
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No,0.1111111111111111,0.25174129353233826,0.03861919675755343,0,11.024038185393346,Lost,8.074932655257243,High Risk,Offer retention discount
1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,0.875,0.9114427860696516,0.8063455692704496,0,85.48267849221102,Champion,60.08028102280602,Medium Risk,Send engagement campaign
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No,0.09722222222222221,0.023880597014925342,0.018302091009579958,0,5.098584469570595,Lost,3.7324278971300457,High Risk,Offer retention discount
2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No,0.041666666666666664,0.7676616915422886,0.0337543754605748,0,18.37007551593543,Lost,13.608784759648698,High Risk,Offer retention discount
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No,1.0,0.027363184079601977,0.17199590088430364,100,47.427099716964186,Potential Loyalist,64.71034528330162,Medium Risk,Send engagement campaign
